Provider.ID,Hospital.name,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PAYM_90_HIP_KNEE,HAI.2.Measure.Score,Combined.SSI.Measure.Score,HAI.3.Measure.Score,HAI.4.Achievement.Threshold,HAI.4.Benchmark,HAI.4.Baseline.Rate,HAI.4.Performance.Rate,HAI.5.Improvement.Points,HAI.5.Measure.Score,ED_1b,ED_2b,EDV,OP_22,OP_29,OP_30,lat,adress_search,geoAddress,ZIP.Code
10130,ST VINCENT'S ST CLAIR,Not Available,"$14,745","$13,871",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,244,69,"Medium (20,000 - 39,999 patients annually)",2,91,55,33.6043705,"ST VINCENT'S ST CLAIR, 7063 VETERANS PARKWAY, PELL CITY, AL","7063 veterans pkwy, pell city, al 35125, usa",35125
10131,CRESTWOOD MEDICAL CENTER,"$20,001","$15,431","$15,250","$22,499",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,4.386,6 out of 9,6 out of 10,323,112,"High (40,000 - 59,999 patients annually)",3,100,100,34.6937403,"CRESTWOOD MEDICAL CENTER, ONE HOSPITAL DR SE, HUNTSVILLE, AL","1 hospital drive southwest, huntsville, al 35801, usa",35801
10138,HILL HOSPITAL OF SUMTER COUNTY,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,100,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,32.4919854,"HILL HOSPITAL OF SUMTER COUNTY, 751 DERBY DRIVE, YORK, AL","751 derby dr, york, al 36925, usa",36925
10139,BROOKWOOD BAPTIST MEDICAL CENTER,"$23,057","$15,513","$16,721","$21,689",7 out of 10,4 out of 10,2 out of 10,0.71,0,0.131,0.263,0 out of 9,0 out of 10,297,123,"High (40,000 - 59,999 patients annually)",0,97,88,33.4643171,"BROOKWOOD BAPTIST MEDICAL CENTER, 2010 BROOKWOOD MEDICAL CENTER DRIVE, BIRMINGHAM, AL","2010 brookwood medical center dr, birmingham, al 35209, usa",35209
10144,SPRINGHILL MEMORIAL HOSPITAL,"$21,688","$16,564","$17,214","$23,242",7 out of 10,3 out of 10,3 out of 10,0.71,0,Not Available,0.572,3 out of 9,3 out of 10,297,157,"High (40,000 - 59,999 patients annually)",3,Not Available,100,30.6840717,"SPRINGHILL MEMORIAL HOSPITAL, 3719 DAUPHIN STREET, MOBILE, AL","3719 dauphin st, mobile, al 36608, usa",36608
10146,RMC JACKSONVILLE,Not Available,"$16,129","$16,142",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,58,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,33.7849849,"RMC JACKSONVILLE, 1701 SOUTH PELHAM ROAD, JACKSONVILLE, AL","1701 pelham rd s, jacksonville, al 36265, usa",36265
10148,EVERGREEN MEDICAL CENTER,Not Available,"$13,339","$15,559",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,228,66,"Low (0 - 19,999 patients annually)",2,100,95,31.4309781,"EVERGREEN MEDICAL CENTER, 101 CRESTVIEW AVENUE, EVERGREEN, AL","101 crestview st, evergreen, al 36401, usa",36401
10149,BAPTIST MEDICAL CENTER EAST,"$24,982","$15,315","$15,871",Not Available,8 out of 10,8 out of 10,10 out of 10,0.71,0,0.505,0.31,2 out of 9,2 out of 10,441,240,"High (40,000 - 59,999 patients annually)",1,99,100,32.3761981,"BAPTIST MEDICAL CENTER EAST, 400 TAYLOR ROAD, MONTGOMERY, AL","400 taylor rd, montgomery, al 36117, usa",36117
10150,L V STABLER MEMORIAL HOSPITAL,Not Available,"$14,650","$16,483","$20,139",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,232,53,"Low (0 - 19,999 patients annually)",3,95,100,31.8291371,"L V STABLER MEMORIAL HOSPITAL, 29 L V STABLER DRIVE, GREENVILLE, AL","29 lv stabler drive, greenville, al 36037, usa",36037
10157,SHOALS HOSPITAL,Not Available,"$15,372","$15,129","$25,445",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,213,134,"Low (0 - 19,999 patients annually)",2,86,82,34.7472373,"SHOALS HOSPITAL, 201 WEST AVALON AVENUE, MUSCLE SHOALS, AL","201 w avalon ave, muscle shoals, al 35661, usa",35661
10158,RUSSELLVILLE HOSPITAL,Not Available,"$14,921","$15,006","$22,916",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,221,65,"Low (0 - 19,999 patients annually)",2,98,Not Available,34.5104208,"RUSSELLVILLE HOSPITAL, 15155 HIGHWAY 43, RUSSELLVILLE, AL","15155 us-43, russellville, al 35653, usa",35653
10164,COOSA VALLEY MEDICAL CENTER,"$22,460","$16,530","$15,803","$25,472",10 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,279,83,"Medium (20,000 - 39,999 patients annually)",2,90,67,33.1641509,"COOSA VALLEY MEDICAL CENTER, 315 W HICKORY ST, SYLACAUGA, AL","315 w hickory st, sylacauga, al 35150, usa",35150
10168,JACK HUGHSTON MEMORIAL HOSPITAL,Not Available,Not Available,Not Available,"$21,235",NA,NA,NA,NA,NA,NA,NA,NA,NA,259,56,"Low (0 - 19,999 patients annually)",2,Not Available,Not Available,32.5080708,"JACK HUGHSTON MEMORIAL HOSPITAL, 4401 RIVER CHASE DRIVE, PHENIX CITY, AL","4401 riverchase dr, phenix city, al 36867, usa",36867
10169,ATMORE COMMUNITY HOSPITAL,Not Available,"$14,613","$16,419",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,191,38,"Low (0 - 19,999 patients annually)",3,83,100,31.0170169,"ATMORE COMMUNITY HOSPITAL, 401 MEDICAL PARK DRIVE, ATMORE, AL","401 medical park dr, atmore, al 36502, usa",36502
10172,NORTH ALABAMA SPECIALITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,34.8042607,"NORTH ALABAMA SPECIALITY HOSPITAL, 700 WEST MARKET STREET, 2ND FLOOR, ATHENS, AL","2 south, 700 market st w, athens, al 35611, united states",35611
10173,ST VINCENT'S CHILTON,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,65,Not Available,Not Available,Not Available,Not Available,32.8776243,"ST VINCENT'S CHILTON, 2030 LAY DAM ROAD, CLANTON, AL","2030 lay dam rd, clanton, al 35045, usa",35045
11300,WASHINGTON COUNTY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,40,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,31.4590509,"WASHINGTON COUNTY HOSPITAL, 14600 ST. STEPHENS AVENUE, CHATOM, AL","14600 st stephens ave, chatom, al 36518, usa",36518
11302,RED BAY HOSPITAL,Not Available,Not Available,"$18,229",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,54,Not Available,Not Available,Not Available,Not Available,34.4581187,"RED BAY HOSPITAL, 211 HOSPITAL ROAD, RED BAY, AL","211 hospital rd, red bay, al 35582, usa",35582
11304,CHOCTAW GENERAL HOSPITAL,Not Available,Not Available,"$16,652",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,58,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,32.0934574,"CHOCTAW GENERAL HOSPITAL, 401 VANITY FAIR LANE, PO BOX 618, BUTLER, AL","410 vanity fair ave, butler, al 36904, usa",36904
11305,ST VINCENTS BLOUNT,Not Available,"$18,900","$18,839",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,66,"Low (0 - 19,999 patients annually)",3,43,26,33.9333028,"ST VINCENTS BLOUNT, 150 GILBREATH DRIVE, ONEONTA, AL","150 gilbreath dr, oneonta, al 35121, usa",35121
13300,CHILDREN'S HOSPITAL OF ALABAMA,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33.504002,"CHILDREN'S HOSPITAL OF ALABAMA, 1600 SEVENTH AVENUE SOUTH, BIRMINGHAM, AL","1600 7th ave s, birmingham, al 35233, usa",35233
13301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30.6979024,"UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS, 1700 CENTER STREET, MOBILE, AL","1700 center st, mobile, al 36604, usa",36604
20001,PROVIDENCE ALASKA MEDICAL CENTER,"$23,995","$14,785","$13,900","$19,359",0 out of 10,7 out of 10,6 out of 10,0.71,0,0.651,0,0 out of 9,1 out of 10,414,320,"Very High (60,000+ patients annually)",1,97,75,61.1883871,"PROVIDENCE ALASKA MEDICAL CENTER, 3200 PROVIDENCE DRIVE, ANCHORAGE, AK","3200 providence dr, anchorage, ak 99508, usa",99508
20006,MAT-SU REGIONAL MEDICAL CENTER,"$21,051","$13,508","$13,829","$18,385",4 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,10 out of 10,289,119,"Medium (20,000 - 39,999 patients annually)",2,100,100,61.562418,"MAT-SU REGIONAL MEDICAL CENTER, 2500 SOUTH WOODWORTH LOOP, PALMER, AK","2500 s woodworth loop, palmer, ak 99645, usa",99645
20008,BARTLETT REGIONAL HOSPITAL,Not Available,"$15,919","$12,951","$17,638",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,310,80,"Low (0 - 19,999 patients annually)",1,87,100,58.3287574,"BARTLETT REGIONAL HOSPITAL, 3260 HOSPITAL DR, JUNEAU, AK","3260 hospital dr, juneau, ak 99801, usa",99801
20012,FAIRBANKS MEMORIAL HOSPITAL,"$24,985","$12,490","$13,690","$17,067",0 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,0,Not Available,Not Available,305,153,"Medium (20,000 - 39,999 patients annually)",1,92,100,64.831092,"FAIRBANKS MEMORIAL HOSPITAL, 1650 COWLES STREET, FAIRBANKS, AK","1650 cowles st, fairbanks, ak 99701, usa",99701
20017,ALASKA REGIONAL HOSPITAL,"$23,295","$15,901","$17,218","$18,234",10 out of 10,0 out of 10,0 out of 10,0.71,0,0.89,Not Available,0 out of 9,0 out of 10,278,104,"Medium (20,000 - 39,999 patients annually)",0,91,91,61.2101945,"ALASKA REGIONAL HOSPITAL, 2801 DEBARR ROAD, ANCHORAGE, AK","2801 debarr road, anchorage, ak 99508, usa",99508
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,Not Available,"$14,775","$11,768",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,84,Not Available,Not Available,Not Available,Not Available,60.7880519,"YUKON KUSKOKWIM DELTA REG HOSPITAL, PO BOX 287, BETHEL, AK","528 chief eddie hoffman hwy, bethel, ak 99559, usa",99559
20024,CENTRAL PENINSULA GENERAL HOSPITAL,Not Available,"$13,922","$15,056","$19,910",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,380,112,"Low (0 - 19,999 patients annually)",2,65,92,60.493187,"CENTRAL PENINSULA GENERAL HOSPITAL, 250 HOSPITAL PLACE, SOLDOTNA, AK","250 hospital pl, soldotna, ak 99669, usa",99669
20026,ALASKA NATIVE MEDICAL CENTER,"$23,754","$13,472","$13,909","$17,708",Not Available,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,451,180,"High (40,000 - 59,999 patients annually)",6,85,92,61.1827924,"ALASKA NATIVE MEDICAL CENTER, 4315 DIPLOMACY DR, ANCHORAGE, AK","4315 diplomacy dr, anchorage, ak 99508, usa",99508
21301,PROVIDENCE VALDEZ MEDICAL CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61.1365226,"PROVIDENCE VALDEZ MEDICAL CENTER, PO BOX 550, VALDEZ, AK","911 meals ave, valdez, ak 99686, usa",99686
21302,PROVIDENCE SEWARD HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60.1051316,"PROVIDENCE SEWARD HOSPITAL, 417 FIRST AVENUE, PO BOX 365, SEWARD, AK","417 1st ave, seward, ak 99664, usa",99664
21303,SITKA COMMUNITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,47,Not Available,Not Available,Not Available,Not Available,57.0596922,"SITKA COMMUNITY HOSPITAL, 209 MOLLER DRIVE, SITKA, AK","209 moller ave, sitka, ak 99835, usa",99835
21304,PETERSBURG MEDICAL CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56.8128691,"PETERSBURG MEDICAL CENTER,  PO BOX 589, PETERSBURG, AK","103 fram st, petersburg, ak 99833, usa",99833
21305,WRANGELL MEDICAL CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56.4718651,"WRANGELL MEDICAL CENTER, 310 BENNETT STREET PO BOX 1081, WRANGELL, AK","310 bennett st, wrangell, ak 99929, usa",99929
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,Not Available,Not Available,"$18,395",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57.8008844,"PROVIDENCE KODIAK ISLAND MEDICAL CTR, 1915 EAST REZANOF DRIVE, KODIAK, AK","1915 e rezanof dr, kodiak, ak 99615, usa",99615
21307,CORDOVA COMMUNITY MEDICAL CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60.5411276,"CORDOVA COMMUNITY MEDICAL CENTER, PO BOX 160 - 602 CHASE AVENUE, CORDOVA, AK","602 chase ave, cordova, ak 99574, usa",99574
21308,NORTON SOUND REGIONAL HOSPITAL,Not Available,Not Available,"$14,316",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.4994615,"NORTON SOUND REGIONAL HOSPITAL, 1000 GREG KRUSCHEK AVENUE (P O BOX 966), NOME, AK","1000 greg kruschek avenue, nome, ak 99762, usa",99762
21309,KANAKANAK HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.0000942,"KANAKANAK HOSPITAL, P O BOX 130, DILLINGHAM, AK","6000 kanakanak rd, dillingham, ak 99576, usa",99576
21310,MANIILAQ HEALTH CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66.895986,"MANIILAQ HEALTH CENTER, PO BOX 43, KOTZEBUE, AK","436 5th ave, kotzebue, ak 99752, usa",99752
21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,Not Available,Not Available,"$12,766","$19,825",NA,NA,NA,NA,NA,NA,NA,NA,NA,317,128,"Low (0 - 19,999 patients annually)",2,79,93,55.3535454,"PEACEHEALTH KETCHIKAN MEDICAL CENTER, 3100 TONGASS AVENUE, KETCHIKAN, AK","3100 tongass ave, ketchikan, ak 99901, usa",99901
21312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71.2971783,"SAMUEL SIMMONDS MEMORIAL HOSPITAL, 7000 UULA ST, BARROW, AK","7000 uula st, barrow, ak 99723, usa",99723
21313,SOUTH PENINSULA HOSPITAL,Not Available,Not Available,"$14,735",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.6526376,"SOUTH PENINSULA HOSPITAL, 4300 BARTLETT ST, HOMER, AK","4300 bartlett st, homer, ak 99603, usa",99603
21314,MT EDGECUMBE HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,60,Not Available,Not Available,Not Available,Not Available,57.0519903,"MT EDGECUMBE HOSPITAL, 222 TONGASS DR, SITKA, AK","222 tongass dr, sitka, ak 99835, usa",99835
30001,ABRAZO MARYVALE CAMPUS,Not Available,Not Available,"$17,218",Not Available,5 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,270,135,"High (40,000 - 59,999 patients annually)",1,92,100,33.5027797,"ABRAZO MARYVALE CAMPUS, 5102 WEST CAMPBELL AVENUE, PHOENIX, AZ","5102 w campbell ave, phoenix, az 85031, usa",85031
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,"$25,476","$19,760","$19,796","$20,534",7 out of 10,1 out of 10,1 out of 10,0.71,0,1.407,1.411,0 out of 9,0 out of 10,302,109,"Very High (60,000+ patients annually)",4,96,99,33.464655,"BANNER - UNIVERSITY MEDICAL CENTER PHOENIX, 1111 EAST MCDOWELL ROAD, PHOENIX, AZ","1111 e mcdowell rd, phoenix, az 85006, usa",85006
30006,TUCSON MEDICAL CENTER,"$23,406","$17,492","$19,879","$19,827",6 out of 10,7 out of 10,6 out of 10,0.71,0,1.561,0.293,0 out of 9,2 out of 10,324,91,"Very High (60,000+ patients annually)",1,97,88,32.2519831,"TUCSON MEDICAL CENTER, 5301 EAST GRANT ROAD, TUCSON, AZ","5301 e grant rd, tucson, az 85712, usa",85712
30007,VERDE VALLEY MEDICAL CENTER,"$22,531","$16,694","$17,708","$19,408",10 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,279,88,"Medium (20,000 - 39,999 patients annually)",2,86,97,34.7357759,"VERDE VALLEY MEDICAL CENTER, 269 SOUTH CANDY LANE, COTTONWOOD, AZ","269 s candy ln, cottonwood, az 86326, usa",86326
30010,ST. MARY'S HOSPITAL,"$22,640","$15,095","$16,958","$23,255",8 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,3 out of 10,354,122,"High (40,000 - 59,999 patients annually)",1,99,96,32.2280654,"ST. MARY'S HOSPITAL, 1601 WEST ST MARY'S ROAD, TUCSON, AZ","1601 w st mary’s rd, tucson, az 85745, usa",85745
30011,ST JOSEPH'S HOSPITAL,"$22,619","$17,014","$18,273","$22,120",6 out of 10,3 out of 10,4 out of 10,0.71,0,0.595,0.745,0 out of 9,0 out of 10,378,132,"High (40,000 - 59,999 patients annually)",2,88,98,32.2266161,"ST JOSEPH'S HOSPITAL, 350 NORTH WILMOT ROAD, TUCSON, AZ","350 n wilmot rd, tucson, az 85711, usa",85711
30012,YAVAPAI REGIONAL MEDICAL CENTER,"$23,927","$17,186","$16,506","$22,655",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,10 out of 10,257,126,"High (40,000 - 59,999 patients annually)",2,97,100,34.5595131,"YAVAPAI REGIONAL MEDICAL CENTER, 1003 WILLOW CREEK ROAD, PRESCOTT, AZ","1003 willow creek rd, prescott, az 86301, usa",86301
30013,YUMA REGIONAL MEDICAL CENTER,"$23,744","$16,835","$17,981","$23,056",10 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,313,66,"Very High (60,000+ patients annually)",5,100,100,32.6827424,"YUMA REGIONAL MEDICAL CENTER, 2400 SOUTH AVENUE A, YUMA, AZ","2400 s avenue a, yuma, az 85364, usa",85364
30014,JOHN C. LINCOLN MEDICAL CENTER,"$23,817","$18,206","$19,632","$24,317",1 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,267,85,"High (40,000 - 59,999 patients annually)",3,75,97,33.5693866,"JOHN C. LINCOLN MEDICAL CENTER, 250 EAST DUNLAP AVENUE, PHOENIX, AZ","250 e dunlap ave, phoenix, az 85020, usa",85020
30016,BANNER CASA GRANDE MEDICAL CENTER,"$24,380","$17,929","$17,868","$22,480",10 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,276,77,"High (40,000 - 59,999 patients annually)",3,100,100,32.8807401,"BANNER CASA GRANDE MEDICAL CENTER, 1800 EAST FLORENCE BOULEVARD, CASA GRANDE, AZ","1800 e florence blvd, casa grande, az 85122, usa",85222
30022,MARICOPA MEDICAL CENTER,Not Available,"$16,002","$16,314",Not Available,6 out of 10,0 out of 10,0 out of 10,0.71,0,0,0.911,0 out of 9,0 out of 10,266,89,"Very High (60,000+ patients annually)",1,100,100,33.4578837,"MARICOPA MEDICAL CENTER, 2601 EAST ROOSEVELT STREET, PHOENIX, AZ","2601 e roosevelt st, phoenix, az 85008, usa",85008
30023,FLAGSTAFF MEDICAL CENTER,"$23,174","$16,297","$16,659","$18,758",8 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,302,100,"High (40,000 - 59,999 patients annually)",1,Not Available,100,35.2087796,"FLAGSTAFF MEDICAL CENTER, 1200 NORTH BEAVER STREET, FLAGSTAFF, AZ","1200 n beaver st, flagstaff, az 86001, usa",86001
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,"$25,976","$16,767","$18,982","$22,392",5 out of 10,1 out of 10,2 out of 10,0.71,0,0.757,1.272,1 out of 9,1 out of 10,540,324,"Very High (60,000+ patients annually)",0,72,100,33.4830095,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER, 350 WEST THOMAS ROAD, PHOENIX, AZ","350 w thomas rd, phoenix, az 85013, usa",85013
30030,ABRAZO CENTRAL CAMPUS,"$25,126","$18,070","$17,827","$22,641",3 out of 10,2 out of 10,2 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,276,172,"High (40,000 - 59,999 patients annually)",1,92,100,33.525115,"ABRAZO CENTRAL CAMPUS, 2000 WEST BETHANY HOME ROAD, PHOENIX, AZ","2000 w bethany home rd, phoenix, az 85015, usa",85015
30033,BANNER PAYSON MEDICAL CENTER,"$23,683","$16,714","$18,562","$21,404",Not Available,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,254,74,"Low (0 - 19,999 patients annually)",1,100,100,34.2299531,"BANNER PAYSON MEDICAL CENTER, 807 SOUTH PONDEROSA DRIVE, PAYSON, AZ","807 s ponderosa st, payson, az 85541, usa",85541
30036,CHANDLER REGIONAL MEDICAL CENTER,"$23,039","$18,108","$18,565","$20,383",1 out of 10,0 out of 10,0 out of 10,0.71,0,0.654,1.059,0 out of 9,0 out of 10,301,127,"Very High (60,000+ patients annually)",1,74,97,33.2973752,"CHANDLER REGIONAL MEDICAL CENTER, 1955 WEST FRYE ROAD, CHANDLER, AZ","1955 w frye rd, chandler, az 85224, usa",85224
30037,ST LUKE'S MEDICAL CENTER,"$26,197","$18,034","$20,390","$20,006",5 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,4 out of 9,4 out of 10,331,122,"High (40,000 - 59,999 patients annually)",2,95,97,33.4537685,"ST LUKE'S MEDICAL CENTER, 1800 EAST VAN BUREN STREET, PHOENIX, AZ","1800 e van buren st, phoenix, az 85006, usa",85006
